fecha,banco,valor,monto
2026-07-03,Banco Fortaleza,9.78,16.0
2026-07-03,Banco Ganadero,9.78,5565363.0
2026-07-03,Banco Mercantil Santa Cruz,9.72,938532.0
2026-07-03,Banco Nacional de Bolivia,9.78,2567310.0
2026-07-03,Banco PYME Ecofuturo,9.38,2640.0
2026-07-03,Banco PYME de la Comunidad,9.78,2262.0
2026-07-03,Banco Prodem,9.48,4502.0
2026-07-03,Banco Solidario,9.77,431372.0
2026-07-03,Banco Unión,9.78,209115.0
2026-07-03,Banco de Crédito,9.86,1239519.0
2026-07-03,Banco de la Nación Argentina,9.77,27711.0
2026-07-04,Banco BISA,9.84,2150476.0
2026-07-04,Banco Económico,9.89,1754919.0
2026-07-04,Banco FIE,9.70,761.0
2026-07-04,Banco Fortaleza,9.81,1133622.0
2026-07-04,Banco Ganadero,9.81,8446426.0
2026-07-04,Banco Mercantil Santa Cruz,9.84,3817857.0
2026-07-04,Banco Nacional de Bolivia,9.80,2165993.0
2026-07-04,Banco PYME Ecofuturo,9.40,3815.0
2026-07-04,Banco PYME de la Comunidad,9.80,64.0
2026-07-04,Banco Prodem,9.70,18491.0
2026-07-04,Banco Solidario,9.85,802413.0
2026-07-04,Banco Unión,9.80,318733.0
2026-07-04,Banco de Crédito,9.88,1465788.0
2026-07-04,Banco de la Nación Argentina,9.70,11336.0
2026-07-07,Banco BISA,9.88,3646488.0
2026-07-07,Banco Económico,9.89,1198507.0
2026-07-07,Banco FIE,9.73,15603.0
2026-07-07,Banco Fortaleza,9.76,13299.0
2026-07-07,Banco Ganadero,9.71,1696172.0
2026-07-07,Banco Mercantil Santa Cruz,10.00,2540863.0
2026-07-07,Banco Nacional de Bolivia,9.80,153596.0
2026-07-07,Banco PYME Ecofuturo,9.43,47414.0
2026-07-07,Banco PYME de la Comunidad,9.83,7049.0
2026-07-07,Banco Prodem,9.73,4406.0
2026-07-07,Banco Solidario,9.90,962170.0
2026-07-07,Banco Unión,9.83,180125.0
2026-07-07,Banco de Crédito,9.93,1393544.0
2026-07-07,Banco de la Nación Argentina,9.80,17609.0
2026-07-08,Banco BISA,9.97,5791895.0
2026-07-08,Banco Económico,9.99,1336920.0
2026-07-08,Banco FIE,9.79,14763.0
2026-07-08,Banco Fortaleza,9.89,200.0
2026-07-08,Banco Ganadero,9.95,6275603.0
2026-07-08,Banco Mercantil Santa Cruz,10.01,1041185.0
2026-07-08,Banco Nacional de Bolivia,9.95,5858183.0
2026-07-08,Banco PYME Ecofuturo,9.49,107.0
2026-07-08,Banco PYME de la Comunidad,9.89,2000.0
2026-07-08,Banco Prodem,9.79,13867.0
2026-07-08,Banco Solidario,9.97,2513272.0
2026-07-08,Banco Unión,9.89,159336.0
2026-07-08,Banco de Crédito,9.91,818300.0
2026-07-08,Banco de la Nación Argentina,9.82,33464.0
2026-07-09,Banco BISA,10.09,3680119.0
2026-07-09,Banco Económico,9.92,35333.0
2026-07-09,Banco FIE,9.86,12445.0
2026-07-09,Banco Fortaleza,10.07,425000.0
2026-07-09,Banco Ganadero,10.04,6582110.0
2026-07-09,Banco Mercantil Santa Cruz,10.21,11639754.0
2026-07-09,Banco Nacional de Bolivia,9.94,3606295.0
2026-07-09,Banco PYME Ecofuturo,9.56,422.0
2026-07-09,Banco PYME de la Comunidad,9.96,1101.0
2026-07-09,Banco Prodem,9.86,57246.0
2026-07-09,Banco Solidario,10.06,1099352.0
2026-07-09,Banco Unión,9.96,47994.0
2026-07-09,Banco de Crédito,10.07,1264766.0
2026-07-09,Banco de la Nación Argentina,9.86,3320.0
2026-07-10,Banco BISA,10.23,3902015.0
2026-07-10,Banco Económico,10.24,724752.0
2026-07-10,Banco FIE,10.00,31651.0
2026-07-10,Banco Fortaleza,7.50,1814.0
2026-07-10,Banco Ganadero,10.13,4104284.0
2026-07-10,Banco Mercantil Santa Cruz,10.28,9884451.0
2026-07-10,Banco Nacional de Bolivia,10.14,3667634.0
2026-07-10,Banco PYME Ecofuturo,9.70,10.0
2026-07-10,Banco PYME de la Comunidad,10.10,570.0
2026-07-10,Banco Prodem,10.00,70219.0
2026-07-10,Banco Solidario,10.38,2131145.0
2026-07-10,Banco Unión,10.10,59816.0
2026-07-10,Banco de Crédito,10.26,5187313.0
2026-07-10,Banco de la Nación Argentina,10.00,2932.0
2026-07-11,Banco BISA,10.38,8250425.0
2026-07-11,Banco Económico,10.54,3806369.0
2026-07-11,Banco FIE,10.19,4985.0
2026-07-11,Banco Fortaleza,10.27,48871.0
2026-07-11,Banco Ganadero,10.30,3484965.0
2026-07-11,Banco Mercantil Santa Cruz,10.33,800634.0
2026-07-11,Banco Nacional de Bolivia,10.24,10288924.0
2026-07-11,Banco PYME Ecofuturo,9.84,112.0
2026-07-11,Banco PYME de la Comunidad,10.24,68.0
2026-07-11,Banco Prodem,10.14,3750.0
2026-07-11,Banco Solidario,10.57,4015518.0
2026-07-11,Banco Unión,10.24,339509.0
2026-07-11,Banco de Crédito,10.57,5834653.0
2026-07-11,Banco de la Nación Argentina,10.18,5190.0
2026-07-14,Banco BISA,10.53,2289085.0
2026-07-14,Banco Económico,10.53,432291.0
2026-07-14,Banco FIE,10.49,398680.0
2026-07-14,Banco Fortaleza,10.40,70.0
2026-07-14,Banco Ganadero,10.11,1560817.0
2026-07-14,Banco Mercantil Santa Cruz,10.66,3619878.0
2026-07-14,Banco Nacional de Bolivia,10.34,442571.0
2026-07-14,Banco PYME Ecofuturo,10.00,99.0
2026-07-14,Banco PYME de la Comunidad,10.40,252.0
2026-07-14,Banco Prodem,10.30,19587.0
2026-07-14,Banco Solidario,10.55,2250803.0
2026-07-14,Banco Unión,10.40,254558.0
2026-07-14,Banco de Crédito,10.38,256829.0
2026-07-14,Banco de la Nación Argentina,10.35,2526.0
2026-07-15,Banco BISA,10.59,11966870.0
2026-07-15,Banco Económico,10.72,2962605.0
2026-07-15,Banco FIE,10.80,2222232.0
2026-07-15,Banco Fortaleza,10.70,50545.0
2026-07-15,Banco Ganadero,10.58,5196937.0
2026-07-15,Banco Mercantil Santa Cruz,10.81,14928796.0
2026-07-15,Banco Nacional de Bolivia,10.40,392776.0
2026-07-15,Banco PYME Ecofuturo,10.10,1146.0
2026-07-15,Banco PYME de la Comunidad,10.50,2129.0
2026-07-15,Banco Prodem,10.40,11639.0
2026-07-15,Banco Solidario,10.52,316661.0
2026-07-15,Banco Unión,10.50,104882.0
2026-07-15,Banco de Crédito,10.73,4822134.0
2026-07-15,Banco de la Nación Argentina,10.43,9320.0
2026-07-17,Banco BISA,10.71,302164.0
2026-07-17,Banco Económico,10.67,457222.0
2026-07-17,Banco FIE,10.60,4732.0
2026-07-17,Banco Fortaleza,10.77,654089.0
2026-07-17,Banco Ganadero,10.69,7088776.0
2026-07-17,Banco Mercantil Santa Cruz,10.69,934189.0
2026-07-17,Banco Nacional de Bolivia,10.75,2835854.0
2026-07-17,Banco PYME Ecofuturo,10.30,600.0
2026-07-17,Banco PYME de la Comunidad,10.70,1074.0
2026-07-17,Banco Prodem,10.60,13772.0
2026-07-17,Banco Solidario,10.90,2004616.0
2026-07-17,Banco Unión,10.70,543561.0
2026-07-17,Banco de Crédito,10.84,3198820.0
2026-07-17,Banco de la Nación Argentina,10.69,89048.0
2026-07-18,Banco BISA,10.93,8439237.0
2026-07-18,Banco Económico,10.75,39890.0
2026-07-18,Banco FIE,10.65,5701.0
2026-07-18,Banco Fortaleza,10.80,812621.0
2026-07-18,Banco Ganadero,10.88,10013630.0
2026-07-18,Banco Mercantil Santa Cruz,10.82,6464449.0
2026-07-18,Banco Nacional de Bolivia,10.75,7903358.0
2026-07-18,Banco PYME Ecofuturo,11.13,585421.0
2026-07-18,Banco PYME de la Comunidad,10.75,1211.0
2026-07-18,Banco Prodem,10.65,1485.0
2026-07-18,Banco Solidario,10.99,671115.0
2026-07-18,Banco Unión,10.75,1040058.0
2026-07-18,Banco de Crédito,10.86,1705266.0
2026-07-18,Banco de la Nación Argentina,10.74,133165.0
2026-07-21,Banco BISA,10.94,6294201.0
2026-07-21,Banco Económico,10.84,65265.0
2026-07-21,Banco FIE,10.75,4003.0
2026-07-21,Banco Fortaleza,10.79,63063.0
2026-07-21,Banco Ganadero,10.86,4292292.0
2026-07-21,Banco Mercantil Santa Cruz,10.85,1003630.0
2026-07-21,Banco Nacional de Bolivia,10.78,263127.0
2026-07-21,Banco PYME Ecofuturo,10.45,6050.0
2026-07-21,Banco PYME de la Comunidad,10.85,457.0
2026-07-21,Banco Prodem,10.75,3923.0
2026-07-21,Banco Solidario,11.01,695397.0
2026-07-21,Banco Unión,10.90,838491.0
2026-07-21,Banco de Crédito,10.90,1724580.0
2026-07-21,Banco de la Nación Argentina,10.76,2739.0
2026-07-22,Banco BISA,11.00,8519844.0
2026-07-22,Banco Económico,10.80,10840.0
2026-07-22,Banco FIE,10.90,427580.0
2026-07-22,Banco Fortaleza,10.96,101420.0
2026-07-22,Banco Ganadero,10.98,4328290.0
2026-07-22,Banco Mercantil Santa Cruz,10.91,664484.0
2026-07-22,Banco Nacional de Bolivia,10.91,1157721.0
2026-07-22,Banco PYME Ecofuturo,10.90,200187.0
2026-07-22,Banco PYME de la Comunidad,10.90,1676.0
2026-07-22,Banco Prodem,10.80,6503.0
2026-07-22,Banco Solidario,11.06,7887965.0
2026-07-22,Banco Unión,10.90,619773.0
2026-07-22,Banco de Crédito,11.06,840759.0
2026-07-22,Banco de la Nación Argentina,10.96,55805.0
2026-07-23,Banco BISA,11.00,8519844.0
2026-07-23,Banco Económico,10.80,10840.0
2026-07-23,Banco FIE,10.90,427580.0
2026-07-23,Banco Fortaleza,10.96,101420.0
2026-07-23,Banco Ganadero,10.98,4328290.0
2026-07-23,Banco Mercantil Santa Cruz,10.91,664484.0
2026-07-23,Banco Nacional de Bolivia,10.91,1157721.0
2026-07-23,Banco PYME Ecofuturo,10.90,200187.0
2026-07-23,Banco PYME de la Comunidad,10.90,1676.0
2026-07-23,Banco Prodem,10.80,6503.0
2026-07-23,Banco Solidario,11.06,7887965.0
2026-07-23,Banco Unión,10.90,619773.0
2026-07-23,Banco de Crédito,11.06,840759.0
2026-07-23,Banco de la Nación Argentina,10.96,55805.0
2026-07-24,Banco BISA,11.22,10524285.0
2026-07-24,Banco Económico,11.23,443327.0
2026-07-24,Banco FIE,11.03,2814.0
2026-07-24,Banco Fortaleza,11.36,546641.0
2026-07-24,Banco Ganadero,11.19,6866825.0
2026-07-24,Banco Mercantil Santa Cruz,11.27,3743530.0
2026-07-24,Banco Nacional de Bolivia,11.11,3687810.0
2026-07-24,Banco PYME Ecofuturo,10.73,470.0
2026-07-24,Banco PYME de la Comunidad,11.13,6085.0
2026-07-24,Banco Prodem,11.03,103793.0
2026-07-24,Banco Solidario,11.31,2006683.0
2026-07-24,Banco Unión,11.13,55282.0
2026-07-24,Banco de Crédito,11.18,556143.0
2026-07-24,Banco de la Nación Argentina,11.03,20972.0
2026-07-25,Banco BISA,11.38,12716265.0
2026-07-25,Banco Económico,11.50,1922257.0
2026-07-25,Banco FIE,11.11,3355.0
2026-07-25,Banco Fortaleza,11.33,986507.0
2026-07-25,Banco Ganadero,11.38,9615144.0
2026-07-25,Banco Mercantil Santa Cruz,11.06,823926.0
2026-07-25,Banco Nacional de Bolivia,11.19,6862876.0
2026-07-25,Banco PYME Ecofuturo,10.81,2980.0
2026-07-25,Banco PYME de la Comunidad,11.21,142044.0
2026-07-25,Banco Prodem,11.11,2634.0
2026-07-25,Banco Solidario,11.42,460326.0
2026-07-25,Banco Unión,11.21,35890.0
2026-07-25,Banco de Crédito,11.56,4815867.0
2026-07-25,Banco de la Nación Argentina,11.11,7462.0
2026-07-28,Banco BISA,11.54,3636725.0
2026-07-28,Banco Económico,11.45,3088493.0
2026-07-28,Banco FIE,11.51,46440.0
2026-07-28,Banco Fortaleza,11.52,1067063.0
2026-07-28,Banco Ganadero,11.41,4163882.0
2026-07-28,Banco Mercantil Santa Cruz,11.55,3158392.0
2026-07-28,Banco Nacional de Bolivia,11.32,507386.0
2026-07-28,Banco PYME Ecofuturo,10.97,350.0
2026-07-28,Banco PYME de la Comunidad,11.37,5293.0
2026-07-28,Banco Prodem,11.27,22014.0
2026-07-28,Banco Solidario,11.54,1281388.0
2026-07-28,Banco Unión,11.37,53381.0
2026-07-28,Banco de Crédito,11.74,4096951.0
2026-07-28,Banco de la Nación Argentina,11.33,12619.0
2026-07-29,Banco BISA,11.77,8944464.0
2026-07-29,Banco Económico,11.83,1863927.0
2026-07-29,Banco FIE,12.06,3025087.0
2026-07-29,Banco Fortaleza,12.07,2000224.0
2026-07-29,Banco Ganadero,11.73,11345343.0
2026-07-29,Banco Mercantil Santa Cruz,11.91,4864421.0
2026-07-29,Banco Nacional de Bolivia,11.55,2514828.0
2026-07-29,Banco PYME Ecofuturo,11.39,242466.0
2026-07-29,Banco PYME de la Comunidad,11.54,426.0
2026-07-29,Banco Prodem,11.44,5435.0
2026-07-29,Banco Solidario,11.74,2661721.0
2026-07-29,Banco Unión,11.54,42014.0
2026-07-29,Banco de Crédito,11.78,1318312.0
2026-07-29,Banco de la Nación Argentina,11.51,24807.0
2026-07-30,Banco BISA,12.01,8978675.0
2026-07-30,Banco Económico,11.96,1308703.0
2026-07-30,Banco FIE,11.70,3769.0
2026-07-30,Banco Fortaleza,11.82,329802.0
2026-07-30,Banco Ganadero,11.82,3801257.0
2026-07-30,Banco Mercantil Santa Cruz,11.92,3788154.0
2026-07-30,Banco Nacional de Bolivia,11.77,12769237.0
2026-07-30,Banco PYME Ecofuturo,11.40,102330.0
2026-07-30,Banco PYME de la Comunidad,11.80,6397.0
2026-07-30,Banco Prodem,11.70,25950.0
2026-07-30,Banco Solidario,11.96,1091580.0
2026-07-30,Banco Unión,11.80,113341.0
2026-07-30,Banco de Crédito,11.93,9214129.0
2026-07-30,Banco de la Nación Argentina,11.92,126013.0
2026-07-31,Banco BISA,12.16,13240160.0
2026-07-31,Banco Económico,11.84,155918.0
2026-07-31,Banco FIE,12.04,525380.0
2026-07-31,Banco Fortaleza,12.33,1244318.0
2026-07-31,Banco Ganadero,12.15,11208390.0
2026-07-31,Banco Mercantil Santa Cruz,12.00,2275041.0
2026-07-31,Banco Nacional de Bolivia,11.95,1483401.0
2026-07-31,Banco PYME Ecofuturo,11.49,660.0
2026-07-31,Banco PYME de la Comunidad,11.89,5585.0
2026-07-31,Banco Prodem,11.79,11361.0
2026-07-31,Banco Solidario,12.07,556276.0
2026-07-31,Banco Unión,12.09,913229.0
2026-07-31,Banco de Crédito,12.24,7088267.0
2026-07-31,Banco de la Nación Argentina,11.80,17861.0
2026-08-01,Banco BISA,12.19,-
2026-08-01,Banco Económico,12.05,-
2026-08-01,Banco FIE,12.19,-
2026-08-01,Banco Fortaleza,12.11,-
2026-08-01,Banco Ganadero,12.08,-
2026-08-01,Banco Mercantil Santa Cruz,12.13,-
2026-08-01,Banco Nacional de Bolivia,12.17,-
2026-08-01,Banco PYME Ecofuturo,12.10,-
2026-08-01,Banco PYME de la Comunidad,12.15,-
2026-08-01,Banco Prodem,12.05,-
2026-08-01,Banco Solidario,12.04,-
2026-08-01,Banco Unión,12.19,-
2026-08-01,Banco de Crédito,12.18,-
2026-08-01,Banco de la Nación Argentina,12.16,-
2026-08-02,Banco BISA,12.19,7245017.0
2026-08-02,Banco Económico,12.05,2599071.0
2026-08-02,Banco FIE,12.19,551965.0
2026-08-02,Banco Fortaleza,12.11,576982.0
2026-08-02,Banco Ganadero,12.08,9927452.0
2026-08-02,Banco Mercantil Santa Cruz,12.13,5698732.0
2026-08-02,Banco Nacional de Bolivia,12.17,6795664.0
2026-08-02,Banco PYME Ecofuturo,12.10,220289.0
2026-08-02,Banco PYME de la Comunidad,12.15,26442.0
2026-08-02,Banco Prodem,12.05,76628.0
2026-08-02,Banco Solidario,12.04,3173792.0
2026-08-02,Banco Unión,12.19,2070157.0
2026-08-02,Banco de Crédito,12.18,2089165.0
2026-08-02,Banco de la Nación Argentina,12.16,111039.0
2026-08-03,Banco BISA,12.19,7245017.0
2026-08-03,Banco Económico,12.05,2599071.0
2026-08-03,Banco FIE,12.19,551965.0
2026-08-03,Banco Fortaleza,12.11,576982.0
2026-08-03,Banco Ganadero,12.08,9927452.0
2026-08-03,Banco Mercantil Santa Cruz,12.13,5698732.0
2026-08-03,Banco Nacional de Bolivia,12.17,6795664.0
2026-08-03,Banco PYME Ecofuturo,12.10,220289.0
2026-08-03,Banco PYME de la Comunidad,12.15,26442.0
2026-08-03,Banco Prodem,12.05,76628.0
2026-08-03,Banco Solidario,12.04,3173792.0
2026-08-03,Banco Unión,12.19,2070157.0
2026-08-03,Banco de Crédito,12.18,2089165.0
2026-08-03,Banco de la Nación Argentina,12.16,111039.0
2026-08-04,Banco BISA,11.96,2841500.0
2026-08-04,Banco Económico,11.97,1252144.0
2026-08-04,Banco FIE,12.03,55907.0
2026-08-04,Banco Fortaleza,12.31,1504777.0
2026-08-04,Banco Ganadero,12.07,5863479.0
2026-08-04,Banco Mercantil Santa Cruz,12.06,3372165.0
2026-08-04,Banco Nacional de Bolivia,12.05,2757615.0
2026-08-04,Banco PYME Ecofuturo,11.73,26160.0
2026-08-04,Banco PYME de la Comunidad,12.13,6283.0
2026-08-04,Banco Prodem,12.03,43765.0
2026-08-04,Banco Solidario,12.14,1577317.0
2026-08-04,Banco Unión,12.14,5433130.0
2026-08-04,Banco de Crédito,12.10,1976995.0
2026-08-04,Banco de la Nación Argentina,12.12,103665.0
2026-08-05,Banco BISA,12.03,106804901.0
2026-08-05,Banco Económico,11.92,4143980.0
2026-08-05,Banco FIE,12.19,1066948.0
2026-08-05,Banco Fortaleza,12.06,337142.0
2026-08-05,Banco Ganadero,11.98,13239973.0
2026-08-05,Banco Mercantil Santa Cruz,11.98,5251692.0
2026-08-05,Banco Nacional de Bolivia,12.02,14858962.0
2026-08-05,Banco PYME Ecofuturo,11.68,14353.0
2026-08-05,Banco PYME de la Comunidad,12.08,26452.0
2026-08-05,Banco Prodem,11.98,160064.0
2026-08-05,Banco Solidario,12.00,3326125.0
2026-08-05,Banco Unión,12.09,8717523.0
2026-08-05,Banco de Crédito,11.97,1990108.0
2026-08-05,Banco de la Nación Argentina,11.90,2533.0
2026-08-06,Banco BISA,11.86,30301395.0
2026-08-06,Banco Económico,11.88,1960611.0
2026-08-06,Banco FIE,12.05,213463.0
2026-08-06,Banco Fortaleza,11.87,105065.0
2026-08-06,Banco Ganadero,11.87,13107514.0
2026-08-06,Banco Mercantil Santa Cruz,11.87,6707597.0
2026-08-06,Banco Nacional de Bolivia,11.75,4040013.0
2026-08-06,Banco PYME Ecofuturo,11.62,2714.0
2026-08-06,Banco PYME de la Comunidad,12.02,58829.0
2026-08-06,Banco Prodem,11.82,288044.0
2026-08-06,Banco Solidario,11.85,1143658.0
2026-08-06,Banco Unión,11.92,889618.0
2026-08-06,Banco de Crédito,11.80,1650749.0
2026-08-06,Banco de la Nación Argentina,11.82,13769.0
2026-08-07,Banco BISA,11.86,30301395.0
2026-08-07,Banco Económico,11.88,1960611.0
2026-08-07,Banco FIE,12.05,213463.0
2026-08-07,Banco Fortaleza,11.87,105065.0
2026-08-07,Banco Ganadero,11.87,13107514.0
2026-08-07,Banco Mercantil Santa Cruz,11.87,6707597.0
2026-08-07,Banco Nacional de Bolivia,11.75,4040013.0
2026-08-07,Banco PYME Ecofuturo,11.62,2714.0
2026-08-07,Banco PYME de la Comunidad,12.02,58829.0
2026-08-07,Banco Prodem,11.82,288044.0
2026-08-07,Banco Solidario,11.85,1143658.0
2026-08-07,Banco Unión,11.92,889618.0
2026-08-07,Banco de Crédito,11.80,1650749.0
2026-08-07,Banco de la Nación Argentina,11.82,13769.0
2026-08-08,Banco BISA,11.86,30301395.0
2026-08-08,Banco Económico,11.88,1960611.0
2026-08-08,Banco FIE,12.05,213463.0
2026-08-08,Banco Fortaleza,11.87,105065.0
2026-08-08,Banco Ganadero,11.87,13107514.0
2026-08-08,Banco Mercantil Santa Cruz,11.87,6707597.0
2026-08-08,Banco Nacional de Bolivia,11.75,4040013.0
2026-08-08,Banco PYME Ecofuturo,11.62,2714.0
2026-08-08,Banco PYME de la Comunidad,12.02,58829.0
2026-08-08,Banco Prodem,11.82,288044.0
2026-08-08,Banco Solidario,11.85,1143658.0
2026-08-08,Banco Unión,11.92,889618.0
2026-08-08,Banco de Crédito,11.80,1650749.0
2026-08-08,Banco de la Nación Argentina,11.82,13769.0
2026-08-09,Banco BISA,11.86,30301395.0
2026-08-09,Banco Económico,11.88,1960611.0
2026-08-09,Banco FIE,12.05,213463.0
2026-08-09,Banco Fortaleza,11.87,105065.0
2026-08-09,Banco Ganadero,11.87,13107514.0
2026-08-09,Banco Mercantil Santa Cruz,11.87,6707597.0
2026-08-09,Banco Nacional de Bolivia,11.75,4040013.0
2026-08-09,Banco PYME Ecofuturo,11.62,2714.0
2026-08-09,Banco PYME de la Comunidad,12.02,58829.0
2026-08-09,Banco Prodem,11.82,288044.0
2026-08-09,Banco Solidario,11.85,1143658.0
2026-08-09,Banco Unión,11.92,889618.0
2026-08-09,Banco de Crédito,11.80,1650749.0
2026-08-09,Banco de la Nación Argentina,11.82,13769.0
2026-08-10,Banco BISA,11.86,30301395.0
2026-08-10,Banco Económico,11.88,1960611.0
2026-08-10,Banco FIE,12.05,213463.0
2026-08-10,Banco Fortaleza,11.87,105065.0
2026-08-10,Banco Ganadero,11.87,13107514.0
2026-08-10,Banco Mercantil Santa Cruz,11.87,6707597.0
2026-08-10,Banco Nacional de Bolivia,11.75,4040013.0
2026-08-10,Banco PYME Ecofuturo,11.62,2714.0
2026-08-10,Banco PYME de la Comunidad,12.02,58829.0
2026-08-10,Banco Prodem,11.82,288044.0
2026-08-10,Banco Solidario,11.85,1143658.0
2026-08-10,Banco Unión,11.92,889618.0
2026-08-10,Banco de Crédito,11.80,1650749.0
2026-08-10,Banco de la Nación Argentina,11.82,13769.0
2026-08-11,Banco BISA,11.76,19752071.0
2026-08-11,Banco Económico,11.10,48413.0
2026-08-11,Banco FIE,11.76,347302.0
2026-08-11,Banco Fortaleza,11.74,30067.0
2026-08-11,Banco Ganadero,11.82,26287525.0
2026-08-11,Banco Mercantil Santa Cruz,11.77,9453503.0
2026-08-11,Banco Nacional de Bolivia,11.69,2739404.0
2026-08-11,Banco PYME Ecofuturo,11.46,3316.0
2026-08-11,Banco PYME de la Comunidad,11.86,47533.0
2026-08-11,Banco Prodem,11.66,349500.0
2026-08-11,Banco Solidario,11.59,1154983.0
2026-08-11,Banco Unión,11.36,248412.0
2026-08-11,Banco de Crédito,11.67,2235624.0
2026-08-11,Banco de la Nación Argentina,11.79,11516.0
